sourceTaxonName;sourceLifeStageName;sourcePhysiologicalStateId;interactionTypeName;targetTaxonName;targetLifeStageName;targetPhysiologicalStateName;habitatName;localityName;decimalLatitude;decimalLongitude;depth;altitude;observationDateTime;referenceDoi;referenceUrl;referenceCitation
Megachile sp. 2 ;;;floral resource from;Indigofera paniculata Vahl. ex Pers.;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Megachile sp. 2 ;;;floral resource from;Cajanus cajan Linnaeus;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Megachile sp. 2 ;;;floral resource from;Crotalaria emarginata Benth;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Megachile sp. 2 ;;;floral resource from;Truimfetta rhomboidea Jacq.;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Megachile sp. 2 ;;;floral resource from;Julbernardia magnistipulata Harms;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Megachile sp. 2 ;;;floral resource from;Tephrosia villosa Pers.;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Megachile sp. 2 ;;;floral resource from;Hyptis suaveolens Poit;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Megachile sp. 3 ;;;floral resource from;Truimfetta rhomboidea Jacq.;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Megachile sp. 3 ;;;floral resource from;Hyptis suaveolens Poit;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Megachile sp. 7;;;floral resource from;Philenoptera bussei Harms;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Megachile sp. 8 ;;;floral resource from;Hyptis suaveolens Poit;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Megachille sp. 6 ;;;floral resource from;Agathisanthemum bojeri Klotzsch;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Meliponula ferruginea Lepeletier ;;;floral resource from;Cocos nucifera Linnaeus;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Meliponula ferruginea Lepeletier ;;;floral resource from;Agathisanthemum bojeri Klotzsch;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Nomia sp.;;;floral resource from;Julbernardia magnistipulata Harms;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Pachyanthidium sp.;;;floral resource from;Rhynchosia velutina Wight & Arn.;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Pachyanthidium sp.;;;floral resource from;Vernonia cinerea Less;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Pseudapis sp.;;;floral resource from;Allophylus rubifolius Harms;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Pseudapis sp.;;;floral resource from;Eriosema glomeratum Guill. & Perr.;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Pseudapis sp.;;;floral resource from;Agathisanthemum bojeri Klotzsch;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Pseudapis sp.;;;floral resource from;Chamaecrista mimosoides Linnaeus;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Pseudapis sp.;;;floral resource from;Pupalia lappacea Linnaeus;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Pseudapis sp. 2 ;;;floral resource from;Chamaecrista mimosoides Linnaeus;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Steganomus sp. ;;;floral resource from;Crotalaria emarginata Benth;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Xylocopa caffra Linnaeus ;;;floral resource from;Agathisanthemum bojeri Klotzsch;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Xylocopa caffra Linnaeus ;;;floral resource from;Cajanus cajan Linnaeus;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Xylocopa flavicollis DeGeer;;;floral resource from;Rhynchosia velutina Wight & Arn.;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Xylocopa flavicollis DeGeer;;;floral resource from;Abutilon zanzibaricum Bojer;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Xylocopa flavicollis DeGeer;;;floral resource from;Rhynchosia velutina Wight & Arn.;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Xylocopa flavicollis DeGeer;;;floral resource from;Vernonia cinerea Less;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Xylocopa nigrita Fabricius;;;floral resource from;Cajanus cajan Linnaeus;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Xylocopa scioensis Gibodo;;;floral resource from;Rhynchosia velutina Wight & Arn.;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Xylocopa scioensis Gibodo;;;floral resource from;Vernonia cinerea Less;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Xylocopa scioensis Gibodo;;;floral resource from;Hyptis suaveolens Poit;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Xylocopa scioensis Gibodo;;;floral resource from;Crotalaria emarginata Benth;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Xylocopa scioensis Gibodo;;;floral resource from;Abutilon zanzibaricum Benth;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Acraea acrita Hewitson;;;floral resource from;Aspilia mossambiensis Oliv.;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Acraea eponina Cramer;;;floral resource from;Emilia coccinea Sims;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Acraea eponina Cramer;;;floral resource from;Tridax procumbens;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Acraea eponina Cramer;;;floral resource from;Waltheria indica Linnaeus;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Acraea natalica Boisduval;;;floral resource from;Waltheria indica Linnaeus;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Acraea satis Ward;;;floral resource from;Tridax procumbens Linnaeus;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
Anthene demarah Guerin-Meve ;;;floral resource from;Agathisanthemum bojeri Klotzsch;;;Forest and farmland;Kenya -Kwale;;;;;;;https://ir-library.ku.ac.ke/handle/123456789/4175;Chiawo, D. O., Ogol, C. K. P., Gikungu, W. M., & Kioko, E. N. (2011). Composition and floral resources of bees and butterflies in Kaya Muhaka forest and surrounding farmlands, Kwale County, Kenya (Doctoral dissertation, Master Thesis, Kenyatta University, Kenya).
